F5391480-1675-4D5C-9F4B-0887227AFDA5,6,14CDA248-4116-4E51-AC13-00096B43418C,0,6
82957B93-67D9-4E4A-A522-08D18B4B5A1F,8,14CDA248-4116-4E51-AC13-00096B43418C,0,8
1448B7E7-F876-46EC-8E5B-0B9A1DE7EA74,12,14CDA248-4116-4E51-AC13-00096B43418C,0,10
2848AF68-26F7-4ABB-8B9E-1DA74EE4EC73,4,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,4
4E304CCA-561F-4CB3-889B-1F5D022C4364,9,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,9
FE0CFC57-0A1C-4E3E-ADD3-225E2C062DE0,10,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,11
7FFD95DB-FE46-49B4-B5EE-2863938CD687,11,DC1C6243-E510-4297-9DF8-75BABD237FBE,1,2
4054F093-3F7F-4894-A2C2-5924098DBB29,6,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,6
5F33C018-F0ED-4C8D-AF96-5B5C4B78C843,4,14CDA248-4116-4E51-AC13-00096B43418C,1,4
DA356E6E-A484-47A3-9C95-7618BCBB39EF,7,14CDA248-4116-4E51-AC13-00096B43418C,0,7
1C01E1B0-C14A-4CE9-81B9-868A13AAE045,1,DC1C6243-E510-4297-9DF8-75BABD237FBE,1,1
9EBB9CBA-277A-4462-B205-959520EB88C5,5,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,5
EA7A11AD-E842-40EA-8A50-987427E69845,5,14CDA248-4116-4E51-AC13-00096B43418C,1,5
32EE3561-226A-4DAD-922A-9ED93099C457,10,14CDA248-4116-4E51-AC13-00096B43418C,0,11
9F9B9FDB-3403-4DCD-A139-A28487C1832C,8,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,8
8F0915DE-E77F-4B63-8B22-A4FF4AFC99FF,7,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,7
7E7EAEB4-562B-481C-9A38-AEE216B8B4A0,10,1788A0C4-96E8-4B95-911A-75E1519D7259,0,2
8F96E751-417F-489E-8BE2-B9A2BABF05D1,3,14CDA248-4116-4E51-AC13-00096B43418C,1,3
5B934DC3-983C-4F05-AA48-C26B43464BBF,2,14CDA248-4116-4E51-AC13-00096B43418C,1,2
DEA2ECAD-1E53-4616-8EE9-C399D4223FFB,1,1788A0C4-96E8-4B95-911A-75E1519D7259,1,1
261950F7-7FDA-4432-A280-D0373CC8CADF,9,14CDA248-4116-4E51-AC13-00096B43418C,0,9
6B3E6603-3BAB-4994-A69C-DF0F4310FA95,3,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,3
7715234D-A60E-4336-9AF1-F05C36ADD1C8,12,DC1C6243-E510-4297-9DF8-75BABD237FBE,0,10
3F6F8964-FCCD-47C6-8595-FBB0D5CAB5C2,1,14CDA248-4116-4E51-AC13-00096B43418C,1,1
